order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDI02156,22/01/2018,8:40:33,Breakfast,,"[('Pancake', 6), ('Coffee', 2), ('Eggs', 8), ('Cereal', 10)]",546.5,-37.799173,144.9794897,0,,12.437488
ORDY02785,20/01/2018,8:30:25,Breakfast,TP,"[('Eggs', 8), ('Cereal', 5), ('Coffee', 3), ('Pancake', 7)]",473.25,-37.8063494,144.9590321,0,12.177,13.2293249
ORDB00154,15/01/2018,8:20:16,Breakfast,,"[('Eggs', 6), ('Pancake', 3), ('Cereal', 2), ('Coffee', 6)]",291.75,-37.8180651,144.9485562,1,9.051,5.4717929
ORDC02830,15/01/2018,8:20:16,Breakfast,ns,"[('Pancake', 7), ('Coffee', 9), ('Eggs', 2)]",281.25,-37.8227713,144.9775766,1,8.823,7.0935318
ORDZ09522,25/12/2018,19:49:51,Dinner,NS,"[('Pasta', 2), ('Fish&Chips', 10)]",405,-37.806543,144.9681656,0,6.989,12.7470664
ORDB03995,9/07/2018,14:15:12,Lunch,TP,"[('Chicken', 4), ('Burger', 5)]",283,-37.8181049,144.9495904,0,8.937,12.1818351
ORDK06280,8/03/2018,10:11:49,Breakfast,,"[('Eggs', 10), ('Coffee', 2), ('Pancake', 10), ('Cereal', 3)]",540.5,-37.8186886,144.9839778,0,6.339,10.7745644
ORDK05988,20/10/2018,17:38:01,Dinner,BK,"[('Fish&Chips', 7), ('Pasta', 3), ('Shrimp', 9), ('Salmon', 3)]",936.5,-37.8076743,144.9919535,0,5.12,13.9685567
ORDB07420,21/09/2018,16:37:10,Dinner,TP,"[('Pasta', 10), ('Salmon', 7)]",562,37.8092101,144.9291215,0,11.163,14.9486183
ORDK01992,2/01/2018,8:00:00,Dinner,BK,"[('Cereal', 8), ('Eggs', 3)]",234,-37.8203031,144.9465123,1,9.446,7.5298535
ORDA07723,2/06/2018,13:04:13,Lunch,BK,"[('Steak', 10), ('Fries', 10), ('Burger', 6), ('Chicken', 5), ('Salad', 2)]",950.4,-37.8019728,144.9825285,0,6.434,14.7485733
ORDJ01704,12/01/2018,8:20:16,Breakfast,TP,"[('Eggs', 5), ('Cereal', 10)]",320,-37.8073656,144.9578064,1,9.142,6.1702398
ORDC08744,28/02/2018,9:51:32,Breakfast,NS,"[('Pancake', 9), ('Coffee', 7), ('Eggs', 6), ('Cereal', 9)]",591.75,-37.8070747,144.947083,0,8.784,14.0770009
ORDY04525,25/10/2018,17:48:10,Dinner,TP,"[('Pasta', 7), ('Salmon', 8), ('Shrimp', 10)]",1060.5,-37.8182858,144.9787691,0,8.821,13.2370551
ORDZ03443,13/07/2018,14:25:21,Lunch,NS,"[('Burger', 4), ('Chicken', 6), ('Fries', 5), ('Salad', 2)]",410.4,-37.819053,145.0037757,0,10.462,
ORDX06735,12/06/2018,13:24:30,Lunch,BK,"[('Chicken', 4), ('Salad', 1), ('Burger', 2), ('Fries', 7), ('Steak', 4)]",471.2,-37.8030517,144.9464824,0,9.038,14.8357699
ORDX04521,18/05/2018,12:33:48,Lunch,,"[('Burger', 6), ('Steak', 8), ('Salad', 9)]",700.8,-37.8045374,144.9431479,0,9.221,14.5913067
ORDZ10558,6/05/2018,12:03:22,Lunch,NS,"[('Fries', 1), ('Chicken', 6), ('Salad', 10)]",376,-37.8041347,144.9833648,0,7.51,15.2340574
ORDZ08413,22/09/2018,16:47:19,Dinner,NS,"[('Fish&Chips', 6), ('Shrimp', 5), ('Salmon', 2), ('Pasta', 10)]",837,-37.8024254,144.9481787,0,8.351,16.4154077
ORDK10054,9/12/2018,19:19:26,Dinner,BK,"[('Salmon', 8), ('Pasta', 4)]",868.8,-37.8222909,144.9498048,0,9.082,18.5620441
ORDB09001,29/08/2018,15:56:37,Lunch,TP,"[('Fries', 5), ('Burger', 4), ('Salad', 6)]",287.2,-37.8179614,144.950781,0,8.821,11.740672
ORDI05056,20/04/2018,11:32:57,Breakfast,NS,"[('Eggs', 9), ('Coffee', 6), ('Pancake', 2)]",291.5,-37.8060326,144.9561663,0,8.022,12.8706864
ORDY06936,14/04/2018,11:22:49,Breakfast,TP,"[('Pancake', 6), ('Cereal', 8), ('Coffee', 2)]",328.5,-37.8180563,144.9944585,0,10.297,14.4039813
ORDI05465,30/07/2018,14:55:46,Lunch,,"[('Fries', 5), ('Salad', 7), ('Chicken', 6), ('Steak', 6)]",642.4,-37.812169,144.9737831,0,7.628,13.104849
ORDX02461,19/07/2018,14:35:29,Lunch,BK,"[('Fries', 3), ('Burger', 10), ('Chicken', 7), ('Steak', 9), ('Salad', 5)]",1061,-37.8057277,144.9772357,0,6.442,11.9829105
ORDA01774,31/07/2018,14:55:46,Lunch,BK,"[('Fries', 3), ('Salad', 8), ('Steak', 5)]",398.6,-37.8110272,144.9900001,0,5.122,11.2590268
ORDY02361,9/04/2018,11:12:40,Breakfast,,"[('Coffee', 10), ('Cereal', 9), ('Pancake', 2)]",312.5,-37.8157682,144.9801777,0,,11.050099
ORDY06572,3/07/2018,14:05:04,Lunch,TP,"[('Salad', 3), ('Fries', 9), ('Burger', 3), ('Chicken', 4)]",380.6,-37.8095522,144.9645624,0,8.664,12.1636991
ORDA06961,30/07/2018,14:55:46,Lunch,BK,"[('Chicken', 1), ('Burger', 8)]",280,-37.7993969,144.9676441,0,7.822,14.1218974
ORDX01825,16/09/2018,16:37:10,Dinner,BK,"[('Salmon', 10), ('Shrimp', 2), ('Pasta', 5)]",655.5,-37.813581,144.9408645,0,9.62,19.1270225
ORDY00906,18/01/2018,8:30:25,Breakfast,TP,"[('Coffee', 5), ('Pancake', 4), ('Eggs', 10), ('Cereal', 9)]",543.5,-37.8218208,145.0151535,1,12.098,7.2684107
ORDY06466,4/03/2018,10:01:41,Breakfast,TP,"[('Pancake', 4), ('Eggs', 6), ('Cereal', 8), ('Coffee', 8)]",457,-37.8023972,144.9633598,0,9.494,13.240232
ORDB03143,14/06/2018,13:24:30,Lunch,TP,"[('Burger', 8), ('Chicken', 10)]",568,-37.8095778,144.963772,0,8.653,12.1159708
ORDJ08672,10/07/2018,14:15:12,Lunch,TP,"[('Chicken', 10), ('Fries', 7), ('Salad', 9), ('Burger', 10)]",868.8,37.8245122,144.9827896,0,8.884,12.2949681
ORDK01086,7/01/2018,8:10:08,Breakfast,BK,"[('Coffee', 3), ('Cereal', 5), ('Eggs', 5)]",237.5,-37.8122993,144.9373433,1,10.25,8.9376728
ORDB05648,2/04/2018,11:02:32,Breakfast,TP,"[('Cereal', 8), ('Eggs', 3), ('Coffee', 4)]",264,-37.8131494,144.9512706,0,9.086,11.6729547
ORDK01630,4/04/2018,11:02:32,Breakfast,BK,"[('Eggs', 9), ('Cereal', 7), ('Coffee', 3), ('Pancake', 9)]",585.75,-37.823731,144.9826913,0,6.814,11.8289935
ORDJ07732,18/11/2018,18:38:52,Dinner,TP,"[('Fish&Chips', 8), ('Salmon', 1), ('Pasta', 10), ('Shrimp', 5)]",793,-37.8150399,144.9459788,0,9.47,14.9728799
ORDK01302,10/03/2018,10:11:49,Breakfast,BK,"[('Cereal', 8), ('Pancake', 5), ('Eggs', 7), ('Coffee', 6)]",488.25,-37.8200618,144.9450101,0,9.62,17.4111419
ORDB05956,3/12/2018,19:09:17,Dinner,TP,"[('Fish&Chips', 1), ('Pasta', 5)]",172.5,-37.8189635,144.9541299,0,8.419,12.952264
ORDY07645,28/08/2018,15:56:37,Lunch,TP,"[('Fries', 5), ('Steak', 10), ('Salad', 8)]",647.6,-37.8116412,144.9639439,0,3.851,11.7475255
ORDZ08653,17/01/2018,8:30:25,Breakfast,NS,"[('Cereal', 7), ('Eggs', 9), ('Pancake', 9), ('Coffee', 6)]",608.25,37.8066927,144.9559355,1,8.032,6.8082876
ORDB10635,18/02/2018,9:31:16,Breakfast,TP,"[('Coffee', 5), ('Pancake', 4), ('Cereal', 1)]",155.5,-37.8079662,144.9454287,0,9.956,14.1638361
ORDC02170,2/04/2018,11:02:32,Breakfast,NS,"[('Eggs', 3), ('Coffee', 8), ('Cereal', 8), ('Pancake', 8)]",488,-37.8117309,144.9838923,0,8.267,13.4391429
ORDA07624,28/01/2018,8:50:42,Breakfast,,"[('Cereal', 7), ('Eggs', 4)]",235,-37.8103392,144.9375626,0,,17.5603711
ORDK02923,28/05/2018,12:54:05,Lunch,BK,"[('Chicken', 10), ('Burger', 1), ('Steak', 8), ('Salad', 3), ('Fries', 4)]",810.6,-37.8227071,145.0140729,0,4.712,10.5056991
ORDZ03665,24/03/2018,10:42:15,Breakfast,,"[('Pancake', 5), ('Cereal', 10), ('Eggs', 4), ('Coffee', 7)]",471.75,-37.8185805,144.984077,0,8.948,16.6270993
ORDI04849,10/10/2018,17:17:44,Dinner,NS,"[('Fish&Chips', 8), ('Salmon', 7), ('Shrimp', 4)]",783,-37.8125142,144.9525304,1,8.562,14.2889775
ORDA07590,21/08/2018,15:36:20,Lunch,BK,"[('Chicken', 10), ('Salad', 2), ('Burger', 6), ('Steak', 5), ('Fries', 7)]",849.4,-37.8156311,144.9800375,0,6.349,11.719458
ORDZ00691,22/10/2018,17:48:10,Dinner,NS,"[('Fish&Chips', 7), ('Pasta', 6), ('Shrimp', 5), ('Salmon', 5)]",885,-37.8200091,144.9614545,0,8.918,15.5305951
ORDB05762,24/08/2018,15:46:28,Lunch,TP,"[('Steak', 9), ('Fries', 8), ('Salad', 2), ('Burger', 9), ('Chicken', 1)]",846.4,-37.8145573,144.9344793,1,10.724,13.5081648
ORDA00710,24/05/2018,12:43:56,Lunch,BK,"[('Steak', 10), ('Salad', 4), ('Burger', 4)]",642.8,-37.8223824,144.9798417,1,6.968,13.3993481
ORDZ06569,14/08/2018,15:26:11,Lunch,,"[('Steak', 10), ('Fries', 6)]",522,-37.8094486,144.9721165,0,,12.3318946
ORDK02705,15/01/2018,8:20:16,Breakfast,BK,"[('Coffee', 1), ('Eggs', 3), ('Cereal', 3)]",136.5,-37.815102,144.9230496,1,11.882,8.596175
ORDZ11085,2/11/2018,18:08:27,Dinner,NS,"[('Fish&Chips', 5), ('Salmon', 2), ('Chicken', 2), ('Shrimp', 2)]",420,-37.8078577,144.9745664,0,7.18,13.2433899
ORDX05273,28/08/2018,15:56:37,Lunch,BK,"[('Chicken', 6), ('Salad', 2), ('Burger', 9)]",505.4,-37.8141496,144.9632052,0,7.722,14.0043205
ORDK09406,6/08/2018,15:05:54,Lunch,BK,"[('Fries', 8), ('Steak', 2), ('Burger', 10), ('Salad', 5)]",582,-37.8122053,144.9884496,0,7.744,11.6615383
ORDC09614,29/12/2018,20:00:00,Dinner,NS,"[('Pasta', 10), ('Fish&Chips', 5), ('Shrimp', 3)]",144,-37.8161164,144.9383974,0,9.98,17.3437099
ORDB10303,12/10/2018,17:27:53,Dinner,TP,"[('Fish&Chips', 1), ('Shrimp', 10), ('Salmon', 2), ('Pasta', 5)]",794.5,-37.8180999,144.9694137,0,7.84,12.3395414
ORDZ05233,19/07/2018,14:35:29,Breakfast,NS,"[('Chicken', 7), ('Burger', 4), ('Fries', 4), ('Steak', 8), ('Salad', 9)]",910.8,-37.7998806,144.9729288,0,6.381,11.6479485
ORDI04091,25/04/2018,11:43:05,Breakfast,NS,"[('Eggs', 5), ('Cereal', 1), ('Coffee', 10), ('Pancake', 3)]",278.75,144.952764,-37.8191695,0,9.309,14.2103798
ORDK10201,26/12/2018,19:49:51,Dinner,BK,"[('Salmon', 6), ('Shrimp', 2), ('Pasta', 1), ('Fish&Chips', 2)]",451.5,-37.8117076,144.9564256,1,8.082,15.0180538
ORDY07397,22/06/2018,13:34:38,Lunch,TP,"[('Fries', 2), ('Chicken', 6), ('Burger', 8)]",464,-37.8173094,144.9613234,0,7.935,11.0279576
ORDJ03193,24/11/2018,18:49:00,Dinner,TP,"[('Fish&Chips', 10), ('Shrimp', 3), ('Pasta', 5), ('Salmon', 1)]",690.5,-37.808835,144.98307,0,9.725,14.8325584
ORDY07815,20/06/2018,13:34:38,Lunch,TP,"[('Fries', 4), ('Steak', 1), ('Chicken', 6), ('Burger', 10)]",595,-37.8019615,144.9707613,0,9.845,13.4821973
ORDY07244,3/12/2018,19:09:17,Dinner,TP,"[('Salmon', 2), ('Shrimp', 7), ('Fish&Chips', 4), ('Pasta', 4)]",710,-37.8161066,144.9640479,0,7.794,12.6703293
ORDB10479,2018-21-02,9:41:24,Breakfast,TP,"[('Coffee', 6), ('Pancake', 10), ('Eggs', 9), ('Cereal', 9)]",674.5,-37.8049857,144.9956792,0,11.148,13.4525329
ORDI10720,22/09/2018,16:47:19,Dinner,NS,"[('Shrimp', 8), ('Pasta', 3), ('Salmon', 3)]",637.5,-37.7994083,144.9365256,0,9.242,
ORDI00220,29/04/2018,11:53:14,Breakfast,NS,"[('Cereal', 2), ('Pancake', 3)]",114.75,-37.8165334,144.9896968,0,9.273,16.0561094
ORDC06273,5/09/2018,16:06:45,Dinner,NS,"[('Pasta', 5), ('Shrimp', 10), ('Fish&Chips', 9), ('Salmon', 9)]",1361.5,-37.8149362,144.9273511,0,10.813,16.8961522
ORDZ10563,5/02/2018,9:00:50,Breakfast,NS,"[('Pancake', 2), ('Coffee', 6)]",93.5,-37.8206146,144.9837337,0,9.199,14.0057869
ORDY00317,12/10/2018,17:27:53,Dinner,TP,"[('Shrimp', 1), ('Salmon', 6), ('Fish&Chips', 6)]",510,-37.803912,144.9885591,0,10.578,14.2905886
ORDJ05476,2/02/2018,9:00:50,Breakfast,,"[('Coffee', 1), ('Pancake', 3), ('Cereal', 2), ('Eggs', 10)]",342.25,-37.8062298,144.9580375,0,9.088,11.67969
ORDX05911,21/08/2018,15:36:20,Lunch,BK,"[('Burger', 1), ('Salad', 8), ('Steak', 3), ('Chicken', 9), ('Fries', 6)]",663.6,-37.8233466,144.9885053,0,6.383,12.4902946
ORDB09505,23/03/2018,10:42:15,Breakfast,TP,"[('Coffee', 9), ('Pancake', 9), ('Eggs', 4)]",373.75,-37.8126475,144.9831156,0,9.292,11.5993418
ORDX00649,2/03/2018,9:51:32,Breakfast,BK,"[('Coffee', 8), ('Cereal', 4)]",144,-37.8158261,144.9503901,0,9.605,14.7030418
ORDJ00686,2018-25-08,15:46:28,Lunch,TP,"[('Burger', 2), ('Fries', 1), ('Salad', 6), ('Chicken', 1)]",209.2,-37.8052183,144.9757292,0,9.599,14.3317738
ORDB06274,2/07/2018,13:54:55,Breakfast,TP,"[('Salad', 5), ('Chicken', 1), ('Burger', 1), ('Steak', 5), ('Fries', 2)]",398,-37.8123813,144.954557,0,8.812,12.1531205
ORDJ03232,13/02/2018,9:21:07,Breakfast,TP,"[('Salmon', 3), ('Cereal', 8), ('Coffee', 6)]",285.75,-37.8248764,144.9916617,0,9.741,12.1685482
ORDB02153,15/01/2018,8:20:16,Breakfast,,"[('Cereal', 9), ('Eggs', 9)]",387,-37.815102,144.9230496,1,12.324,6.9368072
ORDY06767,12/05/2018,12:13:31,Lunch,TP,"[('Chicken', 10), ('Steak', 5), ('Salad', 3), ('Burger', 6), ('Fries', 8)]",878.6,-37.8029875,144.9651083,0,9.504,14.5567413
ORDA04259,31/10/2018,17:58:18,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 2), ('Shrimp', 10)]",700,-37.814529,144.9457594,0,9.108,15.9365478
ORDC05640,29/11/2018,18:59:09,Dinner,NS,"[('Fish&Chips', 6), ('Salmon', 5), ('Pasta', 2)]",470,-37.8090838,144.9555017,0,8.093,13.8212736
ORDX10553,16/11/2018,18:38:52,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 6), ('Shrimp', 8)]",772,-37.822349,144.9394121,0,10.298,17.5861948
ORDJ01578,10/10/2018,17:17:44,Dinner,TP,"[('Pasta', 10), ('Fish&Chips', 2), ('Shrimp', 7)]",723,-37.8123575,144.9512448,0,9.227,13.0391333
ORDK00886,24/06/2018,13:44:47,Lunch,BK,"[('Steak', 3), ('Chicken', 7), ('Salad', 9), ('Burger', 7), ('Fries', 4)]",778.8,-37.8030239,144.9697046,0,7.27,15.724141
ORDK04698,28/12/2018,20:00:00,Dinner,BK,"[('Pasta', 5), ('Salmon', 4), ('Fish&Chips', 5)]",476.5,37.7973074,145.0090702,0,5.359,11.6199043
ORDI00660,7/12/2018,19:19:26,Dinner,NS,"[('Shrimp', 1), ('Pasta', 6)]",219,-37.8108364,144.988188,0,8.531,15.0210441
ORDK01569,16/01/2018,8:30:25,Breakfast,BK,"[('Pancake', 6), ('Coffee', 7)]",198,-37.8148815,144.964664,0,7.729,6.1902195
ORDK04155,4/05/2018,12:03:22,Lunch,BK,"[('Steak', 4), ('Fries', 1)]",192,-37.8075002,144.9484362,0,8.925,14.3210691
ORDA07244,15/11/2018,18:28:43,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 5), ('Salmon', 6), ('Shrimp', 7)]",831.5,-37.8101553,144.9638469,0,7.574,14.2121032
ORDI03612,18/03/2018,10:32:06,Breakfast,NS,"[('Coffee', 7), ('Cereal', 3)]",115.5,-37.8117416,144.9636136,0,7.714,14.9454377
ORDK10404,16/07/2018,14:25:21,Lunch,,"[('Chicken', 4), ('Fries', 4), ('Salad', 7), ('Steak', 6)]",566.4,-37.8220233,144.9539584,0,,14.7498026
ORDJ07210,29/08/2018,15:56:37,Lunch,TP,"[('Steak', 5), ('Chicken', 3), ('Salad', 2), ('Burger', 8), ('Fries', 6)]",675.4,37.818219,144.9774547,0,8.601,11.8351093
ORDX02868,25/07/2018,14:45:38,Lunch,BK,"[('Fries', 9), ('Burger', 4)]",232,-37.7992818,144.9971556,0,5.606,11.6287281
ORDK04169,26/10/2018,17:48:10,Dinner,BK,"[('Pasta', 1), ('Salmon', 7), ('Fish&Chips', 7)]",559.5,-37.818884,144.9637335,0,7.826,15.2106918
ORDJ05053,17/05/2018,12:23:39,Lunch,TP,"[('Burger', 1), ('Chicken', 2), ('Steak', 6), ('Fries', 2), ('Salad', 7)]",144,-37.8085307,144.9632838,0,8.779,11.771322
ORDC08375,14/01/2018,8:20:16,Breakfast,NS,"[('Cereal', 7), ('Eggs', 9), ('Pancake', 5)]",466.25,-37.8123258,144.9735736,1,7.555,7.4640132
ORDA08757,21/05/2018,12:33:48,Lunch,BK,"[('Burger', 1), ('Steak', 7)]",346,-37.8039508,144.9580896,0,7.963,13.9106728
ORDZ07531,22/08/2018,15:46:28,Lunch,NS,"[('Chicken', 9), ('Salad', 2), ('Burger', 3)]",415.4,-37.8118821,144.9789917,0,7.96,13.5731696
ORDA01128,28/12/2018,20:00:00,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 10)]",680,-37.8194748,144.9526071,0,8.844,15.9935596
ORDA02462,30/12/2018,20:00:00,Dinner,BK,"[('Fish&Chips', 10), ('Shrimp', 6), ('Eggs', 9)]",921.5,-37.8064889,144.9613298,0,7.578,16.4986292
ORDJ06780,3/03/2018,10:01:41,Breakfast,TP,"[('Cereal', 9), ('Eggs', 8)]",365,-37.8238216,144.9902251,0,9.49,
ORDK04206,13/03/2018,10:21:58,Breakfast,BK,"[('Cereal', 10), ('Eggs', 10), ('Pancake', 5)]",551.25,-37.8140756,144.9558308,0,8.263,13.2887767
ORDC05033,30/01/2018,8:50:42,Breakfast,NS,"[('Pancake', 2), ('Coffee', 9), ('Cereal', 4), ('Eggs', 2)]",244,-37.8049731,144.9920331,0,8.367,13.2716993
ORDI05438,29/01/2018,8:50:42,Breakfast,NS,"[('Eggs', 5), ('Coffee', 6), ('Pancake', 4)]",252,-37.8147394,144.9688945,0,7.866,13.4308196
ORDJ06363,30/12/2018,20:00:00,Dinner,TP,"[('Shrimp', 2), ('Salmon', 8)]",436,-37.815642,144.9373479,0,10.439,15.6188723
ORDI07929,14/12/2018,19:29:34,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 3)]",158,-37.8185297,144.9484484,0,9.506,15.5119547
ORDA09353,21/12/2018,19:39:43,Dinner,BK,"[('Pasta', 6), ('Shrimp', 4)]",381,-37.814923,144.9375649,0,9.948,17.3559728
ORDY09770,2/04/2018,11:02:32,Breakfast,TP,"[('Coffee', 5), ('Cereal', 10)]",247.5,-37.8150623,144.9530711,0,8.762,
ORDY10526,28/07/2018,14:55:46,Lunch,bk,"[('Fries', 2), ('Salad', 7)]",144.4,-37.8212612,144.9577952,0,7.957,12.8605443
ORDZ04369,18/07/2018,14:35:29,Lunch,,"[('Salad', 9), ('Steak', 3)]",289.8,-37.8069298,144.965933,0,7.074,12.8246569
ORDC06804,28/03/2018,10:52:23,Breakfast,NS,"[('Pancake', 3), ('Eggs', 4)]",160.75,-37.7990428,144.9540125,0,7.62,12.6416062
ORDK02713,26/04/2018,11:43:05,Breakfast,BK,"[('Pancake', 9), ('Cereal', 2), ('Eggs', 4), ('Coffee', 2)]",363.25,-37.8179814,144.9668924,0,7.501,12.7000014
ORDK02062,30/08/2018,15:56:37,Lunch,BK,"[('Chicken', 3), ('Salad', 2), ('Fries', 6), ('Burger', 5)]",357.4,-37.8069106,144.9374045,0,10.253,16.0368865
ORDY00792,30/06/2018,13:54:55,Lunch,TP,"[('Burger', 10), ('Chicken', 8)]",566,-37.8134507,144.9481196,0,9.605,14.6236748
ORDA01918,13/07/2018,14:25:21,Dinner,BK,"[('Fries', 9), ('Chicken', 1), ('Burger', 7), ('Salad', 2), ('Steak', 10)]",841.4,-37.8187351,145.0003355,0,4.857,11.2648864
ORDA01810,19/08/2018,15:36:20,Lunch,BK,"[('Fries', 1), ('Steak', 3), ('Chicken', 7), ('Salad', 6)]",474.2,37.8034431,144.9464528,0,9.078,17.9037905
ORDA06131,2018-30-11,18:59:09,Dinner,BK,"[('Fish&Chips', 5), ('Shrimp', 4), ('Pasta', 7), ('Salmon', 10)]",993.5,-37.802331,145.0036807,0,5.335,11.93108
ORDB03950,5/02/2018,9:00:50,Breakfast,TP,"[('Cereal', 6), ('Pancake', 9)]",344.25,-37.8073498,144.9569726,0,9.199,12.1847591
ORDA01559,21/02/2018,9:41:24,Breakfast,,"[('Eggs', 10), ('Coffee', 6)]",265,-37.8067428,144.9322051,0,,15.5593371
ORDK08732,15/08/2018,15:26:11,Dinner,BK,"[('Fries', 6), ('Steak', 9)]",477,-37.8082425,144.976149,0,6.26,12.6272044
ORDK02032,22/03/2018,10:32:06,Breakfast,BK,"[('Pancake', 6), ('Coffee', 3)]",168,-37.8059472,144.9473133,0,8.882,13.9435331
ORDC01739,4/11/2018,18:08:27,Dinner,NS,"[('Shrimp', 5), ('Pasta', 7), ('Fish&Chips', 6), ('Salmon', 10)]",1082.5,-37.7985046,145.0070939,1,12.509,20.8236444
ORDZ01511,14/02/2018,9:21:07,Breakfast,,"[('Cereal', 1), ('Coffee', 4), ('Pancake', 7), ('Eggs', 9)]",418.75,-37.8038345,144.9630016,0,,12.4147173
ORDK03813,15/12/2018,19:29:34,Dinner,BK,"[('Pasta', 4), ('Shrimp', 10)]",650,-37.8243114,144.9439632,0,9.86,19.1655643
ORDI10915,11/03/2018,10:11:49,Breakfast,NS,"[('Pancake', 3), ('Coffee', 5), ('Eggs', 9)]",308.25,-37.8058495,144.9631063,0,7.24,14.5446539
ORDI07955,20/06/2018,13:34:38,Lunch,,"[('Fries', 4), ('Burger', 5), ('Chicken', 6)]",395,-37.8222521,144.9447881,0,,15.6047522
ORDX08817,12/08/2018,15:26:11,Lunch,NS,"[('Fries', 8), ('Salad', 4), ('Burger', 7), ('Steak', 4), ('Chicken', 8)]",817.8,-37.8135283,144.9651206,0,7.58,15.9549715
ORDI06961,30/05/2018,12:54:05,Lunch,NS,"[('Fries', 10), ('Chicken', 5), ('Salad', 3), ('Steak', 4)]",511.6,-37.8244743,144.956671,0,9.682,15.5016713
ORDY06105,14/06/2018,13:24:30,Lunch,,"[('Salad', 8), ('Burger', 4), ('Chicken', 4)]",389.6,-37.7993108,144.9682919,0,,13.3409203
ORDB08485,6/05/2018,12:03:22,Lunch,TP,"[('Chicken', 4), ('Burger', 1)]",159,-37.8084464,144.9478112,1,9.708,14.2256135
ORDC09676,7/10/2018,17:17:44,Dinner,NS,"[('Pasta', 8), ('Shrimp', 7), ('Fish&Chips', 9)]",913,-37.8233301,144.9608031,0,9.297,16.995285
ORDX02552,27/10/2018,17:58:18,Dinner,BK,"[('Shrimp', 10), ('Fish&Chips', 3)]",645,-37.8042068,144.9679829,0,7.255,16.7986921
ORDB04731,31/05/2018,12:54:05,Lunch,TP,"[('Chicken', 4), ('Burger', 6)]",314,-37.8038851,145.0055963,0,12.078,
ORDX10118,29/09/2018,16:57:27,Dinner,BK,"[('Fish&Chips', 10), ('Shrimp', 8), ('Salmon', 9), ('Pasta', 3)]",720.4,-37.8065395,144.952036,0,8.513,17.9344205
ORDB10053,23/12/2018,19:49:51,Dinner,TP,"[('Shrimp', 8), ('Fish&Chips', 6), ('Salmon', 2)]",724,-37.8036034,144.9815875,0,10.22,15.3749644
ORDY10273,31/05/2018,12:54:05,Lunch,TP,"[('Fries', 3), ('Chicken', 7), ('Steak', 4), ('Burger', 3), ('Salad', 5)]",619,-37.8056395,144.9867365,0,10.27,13.2463185
ORDB03840,2/10/2018,17:07:36,Dinner,,"[('Fish&Chips', 1), ('Pasta', 4), ('Shrimp', 2)]",253,-37.8244988,144.9526951,0,,12.755336
ORDI08530,12/04/2018,11:12:40,Breakfast,NS,"[('Cereal', 1), ('Coffee', 3), ('Pancake', 1)]",67.75,-37.8136028,144.9614463,0,8.084,13.2467308
ORDY01007,3/05/2018,12:03:22,Lunch,TP,"[('Chicken', 4), ('Burger', 10), ('Fries', 6), ('Salad', 8)]",647.6,-37.8058271,144.9594536,0,9.022,12.4017853
ORDK01424,18/02/2018,9:31:16,Breakfast,BK,"[('Cereal', 5), ('Pancake', 1), ('Eggs', 6), ('Coffee', 7)]",313.75,-37.8081454,144.9435405,0,9.384,16.8227293
ORDY06818,23/01/2018,8:40:33,Breakfast,TP,"[('Coffee', 6), ('Pancake', 8), ('Eggs', 4), ('Cereal', 1)]",348,-37.8185363,144.9757745,0,8.427,11.0066426
ORDA01675,19/08/2018,15:36:20,Lunch,,"[('Steak', 6), ('Salad', 5), ('Fries', 3), ('Burger', 4), ('Chicken', 7)]",740,-37.8065557,144.9852247,0,5.76,14.0072053
ORDI04158,23/05/2018,12:43:56,Lunch,NS,"[('Steak', 10), ('Burger', 2), ('Fries', 8), ('Salad', 6)]",711.2,-37.8146281,144.9834564,0,8.545,13.9738946
ORDI10642,18/10/2018,17:38:01,Dinner,NS,"[('Pancake', 1), ('Salmon', 3)]",158,-37.8027531,144.9512701,0,8.074,13.898228
ORDC10521,11/07/2018,14:15:12,Lunch,NS,"[('Steak', 2), ('Fries', 7), ('Burger', 6)]",360,-37.8151832,144.9713804,0,7.823,13.2856005
ORDJ01107,21/08/2018,15:36:20,Lunch,TP,"[('Chicken', 2), ('Salad', 3), ('Fries', 9), ('Burger', 7)]",440.6,-37.8142048,144.9690419,0,8.284,12.2521091
ORDX03836,27/03/2018,10:42:15,Breakfast,BK,"[('Coffee', 3), ('Cereal', 5)]",127.5,-37.8123689,144.9537979,0,8.335,13.6728823
ORDX08400,16/08/2018,15:26:11,Lunch,BK,"[('Fries', 5), ('Salad', 7), ('Chicken', 7), ('Steak', 5), ('Burger', 4)]",753.4,-37.8172506,144.9553735,0,8.568,14.6643863
ORDZ05297,6/06/2018,13:04:13,Lunch,,"[('Burger', 9), ('Salad', 9)]",433.8,-37.8000334,144.9927071,0,8.304,13.6002557
ORDI03484,28/06/2018,13:54:55,Lunch,,"[('Burger', 3), ('Chicken', 4), ('Salad', 10), ('Steak', 2), ('Fries', 1)]",495,-37.7988763,144.9668668,0,6.674,12.0170777
